MUNICIPIO,REDE,IDEB_2017
Timbaúba dos Batistas,Estadual,3.8
Touros,Pública,2.2
Touros,Estadual,2.2
Triunfo Potiguar,Estadual,-
Triunfo Potiguar,Pública,-
Umarizal,Pública,3.2
Umarizal,Estadual,3.2
Upanema,Pública,3.2
Upanema,Estadual,3.2
Várzea,Pública,3.1
Várzea,Estadual,3.1
Venha-Ver,Pública,2.9
Venha-Ver,Estadual,2.9
Vera Cruz,Pública,2.3
Vera Cruz,Estadual,2.3
Viçosa,Pública,3.4
Viçosa,Estadual,3.4
Vila Flor,Pública,2.9
Vila Flor,Estadual,2.9
Água Branca,Estadual,3.8
Água Branca,Pública,3.8
Aguiar,Pública,3.1
Aguiar,Estadual,3.1
Alagoa Grande,Pública,2.4
Alagoa Grande,Estadual,2.4
Alagoa Nova,Estadual,2.8
Alagoa Nova,Pública,2.8
Alagoinha,Pública,3.2
Alagoinha,Estadual,3.2
Alcantil,Pública,3.4
Alcantil,Estadual,3.4
Algodão de Jandaíra,Estadual,2.8
Algodão de Jandaíra,Pública,2.8
Alhandra,Estadual,2.3
Alhandra,Pública,2.3
São João do Rio do Peixe,Estadual,2.9
São João do Rio do Peixe,Pública,2.9
Amparo,Pública,2.9
Amparo,Estadual,2.9
Aparecida,Estadual,3.8
Aparecida,Pública,3.8
Araçagi,Pública,2.9
Araçagi,Estadual,2.9
Arara,Pública,2.7
Arara,Estadual,2.7
Araruna,Pública,2.6
Araruna,Estadual,2.6
Areia,Pública,3.4
Areia,Estadual,3.4
Areia de Baraúnas,Pública,3.3
Areia de Baraúnas,Estadual,3.3
Areial,Pública,3
Areial,Estadual,3
Aroeiras,Pública,2.9
Aroeiras,Estadual,2.9
Assunção,Pública,3.6
Assunção,Estadual,3.6
Baía da Traição,Pública,3
Baía da Traição,Estadual,3
Bananeiras,Pública,2.6
Bananeiras,Estadual,2.5
Baraúna,Pública,3
Baraúna,Estadual,3
Barra de Santana,Estadual,3.3
Barra de Santana,Pública,3.3
Barra de Santa Rosa,Pública,3.3
Barra de Santa Rosa,Estadual,3.3
Barra de São Miguel,Estadual,2.8
Barra de São Miguel,Pública,2.8
Bayeux,Estadual,2.6
Bayeux,Pública,2.7
Belém,Pública,2.7
Belém,Estadual,2.7
Belém do Brejo do Cruz,Pública,2.8
Belém do Brejo do Cruz,Estadual,2.8
Bernardino Batista,Pública,2.6
Bernardino Batista,Estadual,2.6
Boa Ventura,Estadual,3
Boa Ventura,Pública,3
Boa Vista,Pública,3.6
Boa Vista,Estadual,3.6
Bom Jesus,Pública,3.5
Bom Jesus,Estadual,3.5
Bom Sucesso,Pública,2.9
Bom Sucesso,Estadual,2.9
Bonito de Santa Fé,Estadual,2.3
Bonito de Santa Fé,Pública,2.3
Boqueirão,Pública,3
Boqueirão,Estadual,3
Igaracy,Estadual,3.8
Igaracy,Pública,3.8
Borborema,Pública,2.6
Borborema,Estadual,2.6
Brejo do Cruz,Pública,2.6
Brejo do Cruz,Estadual,2.6
Brejo dos Santos,Pública,3.4
Brejo dos Santos,Estadual,3.4
Caaporã,Pública,2.9
Caaporã,Estadual,2.9
Cabaceiras,Pública,4.2
Cabaceiras,Estadual,4.2
Cabedelo,Federal,4.3
Cabedelo,Pública,2.7
Cabedelo,Estadual,2.2
Cachoeira dos Índios,Pública,2.1
Cachoeira dos Índios,Estadual,2.1
Cacimba de Areia,Estadual,3.5
Cacimba de Areia,Pública,3.5
Cacimba de Dentro,Pública,2.9
Cacimba de Dentro,Estadual,2.9
Cacimbas,Pública,3.1
Cacimbas,Estadual,3.1
Caiçara,Pública,2.7
Caiçara,Estadual,2.7
Cajazeiras,Pública,3.7
Cajazeiras,Estadual,3
Cajazeiras,Federal,5.7
Cajazeirinhas,Pública,3.9
Cajazeirinhas,Estadual,3.9
Caldas Brandão,Pública,2.6
Caldas Brandão,Estadual,2.6
Camalaú,Estadual,3.7
Camalaú,Pública,3.7
Campina Grande,Federal,5
Campina Grande,Estadual,3.3
Campina Grande,Pública,3.4
Capim,Pública,2.9
Capim,Estadual,2.9
Caraúbas,Estadual,3.6
Caraúbas,Pública,3.6
Carrapateira,Pública,2.7
Carrapateira,Estadual,2.7
Casserengue,Pública,2
Casserengue,Estadual,2
Catingueira,Estadual,4.3
Catingueira,Pública,4.3
Catolé do Rocha,Estadual,2.9
Catolé do Rocha,Pública,3
Caturité,Estadual,3
Caturité,Pública,3
Conceição,Estadual,2.5
Conceição,Pública,2.5
Condado,Pública,4
Condado,Estadual,4
Conde,Pública,2.3
Conde,Estadual,2.3
Congo,Estadual,3.9
Congo,Pública,3.9
Coremas,Estadual,3.4
Coremas,Pública,3.4
Coxixola,Estadual,3.8
Coxixola,Pública,3.8
Cruz do Espírito Santo,Estadual,2.5
Cruz do Espírito Santo,Pública,2.5
Cubati,Estadual,3.7
Cubati,Pública,3.7
Cuité,Pública,3.3
Cuité,Estadual,3.3
Cuitegi,Pública,2.6
Cuitegi,Estadual,2.6
Cuité de Mamanguape,Pública,3
Cuité de Mamanguape,Estadual,3
Curral de Cima,Estadual,3.7
Curral de Cima,Pública,3.7
Curral Velho,Pública,2.8
Curral Velho,Estadual,2.8
Damião,Estadual,3.5
Damião,Pública,3.5
Desterro,Estadual,3.2
Desterro,Pública,3.2
Vista Serrana,Pública,3.7
Vista Serrana,Estadual,3.7
Diamante,Pública,3.4
Diamante,Estadual,3.4
Dona Inês,Estadual,2.7
Dona Inês,Pública,2.7
Duas Estradas,Pública,-
Duas Estradas,Estadual,-
Emas,Estadual,3.8
Emas,Pública,3.8
Esperança,Pública,2.7
Esperança,Estadual,2.7
Fagundes,Estadual,3.6
Fagundes,Pública,3.6
Frei Martinho,Pública,4.2
Frei Martinho,Estadual,4.2
Gado Bravo,Estadual,2.8
Gado Bravo,Pública,2.8
Guarabira,Estadual,3.1
Guarabira,Federal,-
Guarabira,Pública,3.5
Gurinhém,Pública,2.5
Gurinhém,Estadual,2.5
Gurjão,Pública,2.8
Gurjão,Estadual,2.8
Ibiara,Pública,2.8
Ibiara,Estadual,2.8
Imaculada,Pública,2.9
Imaculada,Estadual,2.9
Ingá,Pública,2.4
Ingá,Estadual,2.4
Itabaiana,Estadual,2.2
Itabaiana,Pública,2.5
Itaporanga,Pública,3.1
Itaporanga,Estadual,3.1
Itapororoca,Estadual,2.6
Itapororoca,Pública,2.6
Itatuba,Pública,3
Itatuba,Estadual,3
Jacaraú,Estadual,2.8
Jacaraú,Pública,2.8
Jericó,Pública,3.6
Jericó,Estadual,3.6
João Pessoa,Estadual,3.2
João Pessoa,Pública,3.3
João Pessoa,Federal,5.3
Juarez Távora,Pública,2.7
Juarez Távora,Estadual,2.7
Juazeirinho,Pública,3.4
Juazeirinho,Estadual,3.4
Junco do Seridó,Pública,3.8
Junco do Seridó,Estadual,3.8
Juripiranga,Estadual,2.5
Juripiranga,Pública,2.5
Juru,Pública,3.4
Juru,Estadual,3.4
Lagoa,Pública,3.6
Lagoa,Estadual,3.6
Lagoa de Dentro,Pública,2.5
Lagoa de Dentro,Estadual,2.5
Lagoa Seca,Pública,3
Lagoa Seca,Estadual,3
Lastro,Pública,3.8
Lastro,Estadual,3.8
Livramento,Pública,3.3
Livramento,Estadual,3.3
Logradouro,Estadual,3.5
Logradouro,Pública,3.5
Lucena,Pública,2.3
Lucena,Estadual,2.3
Mãe d'Água,Estadual,3.7
Mãe d'Água,Pública,3.7
Malta,Estadual,-
Malta,Pública,-
Mamanguape,Pública,3
Mamanguape,Estadual,3
Manaíra,Estadual,3
Manaíra,Pública,3
Marcação,Pública,2.1
Marcação,Estadual,2.1
Mari,Pública,3.1
Mari,Estadual,3.1
Marizópolis,Pública,2.8
Marizópolis,Estadual,2.8
Massaranduba,Pública,3
Massaranduba,Estadual,3
Mataraca,Pública,2
Mataraca,Estadual,2
Matinhas,Pública,3.1
Matinhas,Estadual,3.1
Mato Grosso,Pública,3
Mato Grosso,Estadual,3
Maturéia,Pública,2.6
Maturéia,Estadual,2.6
Mogeiro,Estadual,2.6
Mogeiro,Pública,2.6
Montadas,Estadual,3.4
Montadas,Pública,3.4
Monte Horebe,Pública,4.1
Monte Horebe,Estadual,4.1
Monteiro,Estadual,2.9
Monteiro,Pública,3.2
Monteiro,Federal,4.5
Mulungu,Pública,2.8
Mulungu,Estadual,2.8
Natuba,Pública,3.3
Natuba,Estadual,3.3
Nazarezinho,Pública,2.8
Nazarezinho,Estadual,2.8
Nova Floresta,Pública,3.6
Nova Floresta,Estadual,3.6
Nova Olinda,Estadual,3.4
Nova Olinda,Pública,3.4
Nova Palmeira,Pública,4.7
Nova Palmeira,Estadual,4.7
Olho d'Água,Pública,3.3
Olho d'Água,Estadual,3.3
Olivedos,Pública,3.7
Olivedos,Municipal,3.7
Ouro Velho,Pública,3.1
Ouro Velho,Estadual,3.1
Parari,Estadual,4.1
Parari,Pública,4.1
Passagem,Pública,4.4
Passagem,Estadual,4.4
Patos,Pública,3.6
Patos,Estadual,3.4
Patos,Federal,-
Paulista,Pública,3.3
Paulista,Estadual,3.3
Pedra Branca,Pública,3.3
Pedra Branca,Estadual,3.3
Pedra Lavrada,Pública,3.8
Pedra Lavrada,Estadual,3.8
Pedras de Fogo,Pública,2.6
Pedras de Fogo,Estadual,2.6
Piancó,Estadual,2.3
Piancó,Pública,2.3
Picuí,Pública,3.3
Picuí,Estadual,3.3
Pilar,Pública,2.8
Pilar,Estadual,2.8
Pilões,Pública,3
Pilões,Estadual,3
Pilõezinhos,Pública,2.7
Pilõezinhos,Estadual,2.7
Pirpirituba,Pública,3.5
Pirpirituba,Estadual,3.5
Pitimbu,Pública,2.1
Pitimbu,Estadual,2.1
Pocinhos,Estadual,3.3
Pocinhos,Pública,3.3
Poço Dantas,Pública,2.6
Poço Dantas,Estadual,2.6
Poço de José de Moura,Pública,3.2
Poço de José de Moura,Estadual,3.2
Pombal,Pública,4.2
Pombal,Estadual,4.2
Prata,Pública,3.7
Prata,Estadual,3.7
Princesa Isabel,Pública,3.7
Princesa Isabel,Estadual,3.4
Puxinanã,Pública,3.3
Puxinanã,Estadual,3.3
Queimadas,Estadual,2.6
Queimadas,Pública,2.6
Quixabá,Pública,2.8
Quixabá,Estadual,2.8
Remígio,Estadual,2.8
Remígio,Pública,2.8
Pedro Régis,Pública,3.3
Pedro Régis,Estadual,3.3
Riachão,Estadual,3.5
Riachão,Pública,3.5
Riachão do Bacamarte,Pública,-
Riachão do Bacamarte,Estadual,-
Riachão do Poço,Estadual,2.1
Riachão do Poço,Pública,2.1
Riacho de Santo Antônio,Pública,3.6
Riacho de Santo Antônio,Estadual,3.6
Riacho dos Cavalos,Estadual,3.4
Riacho dos Cavalos,Pública,3.4
Rio Tinto,Estadual,2.6
Rio Tinto,Pública,2.6
Salgadinho,Estadual,3.9
Salgadinho,Pública,3.9
Salgado de São Félix,Estadual,2.7
Salgado de São Félix,Pública,2.7
Santa Cecília,Estadual,2.4
Santa Cecília,Pública,2.4
Santa Cruz,Pública,3.3
Santa Cruz,Estadual,3.3
Santa Helena,Estadual,3.8
Santa Helena,Pública,3.8
Santa Inês,Pública,3.7
Santa Inês,Estadual,3.7
Santa Luzia,Pública,3.1
Santa Luzia,Estadual,3.1
Santana de Mangueira,Estadual,4
Santana de Mangueira,Pública,4
Santana dos Garrotes,Pública,2.3
Santana dos Garrotes,Estadual,2.3
Joca Claudino,Estadual,2.4
Joca Claudino,Pública,2.4
Santa Rita,Pública,2.2
Santa Rita,Estadual,2.2
Santa Teresinha,Pública,3.6
Santa Teresinha,Estadual,3.6
Santo André,Estadual,3.3
Santo André,Pública,3.3
São Bento,Estadual,3.7
São Bento,Pública,3.7
São Bentinho,Pública,3.7
São Bentinho,Estadual,3.7
São Domingos do Cariri,Municipal,4.2
São Domingos do Cariri,Estadual,4.5
São Domingos do Cariri,Pública,4.2
São Domingos,Pública,4.5
São Domingos,Estadual,4.5
São Francisco,Pública,4.7
São Francisco,Estadual,4.7
São João do Cariri,Estadual,3.6
São João do Cariri,Pública,3.6
São João do Tigre,Pública,3.2
São João do Tigre,Estadual,3.2
São José da Lagoa Tapada,Estadual,2.9
São José da Lagoa Tapada,Pública,2.9
São José de Caiana,Pública,3.6
São José de Caiana,Estadual,3.6
São José de Espinharas,Estadual,3
São José de Espinharas,Pública,3
São José dos Ramos,Estadual,2.3
São José dos Ramos,Pública,2.3
São José de Piranhas,Pública,3.3
São José de Piranhas,Estadual,3.3
São José de Princesa,Pública,3.3
São José de Princesa,Estadual,3.3
São José do Bonfim,Pública,3.4
São José do Bonfim,Estadual,3.4
São José do Brejo do Cruz,Pública,3.2
São José do Brejo do Cruz,Estadual,3.2
São José do Sabugi,Pública,3.4
São José do Sabugi,Estadual,3.4
São José dos Cordeiros,Pública,2
São José dos Cordeiros,Estadual,2
São Mamede,Pública,4.9
São Mamede,Estadual,4.9
São Miguel de Taipu,Pública,2.9
São Miguel de Taipu,Estadual,2.9
São Sebastião de Lagoa de Roça,Pública,3.3
São Sebastião de Lagoa de Roça,Estadual,3.3
São Sebastião do Umbuzeiro,Estadual,3.3
São Sebastião do Umbuzeiro,Pública,3.3
Sapé,Pública,2.7
Sapé,Estadual,2.7
São Vicente do Seridó,Pública,3.2
São Vicente do Seridó,Estadual,3.2
Serra Branca,Pública,3.7
Serra Branca,Estadual,3.7
Serra da Raiz,Estadual,4.1
Serra da Raiz,Pública,4.1
Serra Grande,Estadual,3.2
Serra Grande,Pública,3.2
Serra Redonda,Pública,3.1
Serra Redonda,Estadual,3.1
Serraria,Estadual,3.7
Serraria,Pública,3.7
Sertãozinho,Pública,2.4
Sertãozinho,Estadual,2.4
Sobrado,Pública,2.7
Sobrado,Estadual,2.7
Solânea,Pública,2.5
Solânea,Estadual,2.5
Soledade,Pública,2.9
Soledade,Estadual,2.9
Sossêgo,Estadual,3.5
Sossêgo,Pública,3.5
Sousa,Estadual,3.9
Sousa,Pública,3.9
Sousa,Federal,3.8
Sumé,Estadual,3.3
Sumé,Pública,3.3
Tacima,Estadual,2.3
Tacima,Pública,2.3
Taperoá,Estadual,2.7
Taperoá,Pública,2.7
Tavares,Pública,3.3
Tavares,Estadual,3.3
Teixeira,Estadual,3.3
Teixeira,Pública,3.3
Tenório,Pública,4
Tenório,Estadual,4
Triunfo,Pública,3.4
Triunfo,Estadual,3.4
Uiraúna,Estadual,2.9
Uiraúna,Pública,2.9
Umbuzeiro,Pública,2.9
Umbuzeiro,Estadual,2.9
Várzea,Pública,3.7
Várzea,Estadual,3.7
Vieirópolis,Pública,4
Vieirópolis,Estadual,4
Zabelê,Pública,3.2
Zabelê,Estadual,3.2
Abreu e Lima,Estadual,3.8
Abreu e Lima,Pública,3.8
Afogados da Ingazeira,Pública,4.1
Afogados da Ingazeira,Estadual,4.1
Afrânio,Pública,4
Afrânio,Estadual,4
Agrestina,Pública,3.8
Agrestina,Estadual,3.8
Água Preta,Estadual,3.8
Água Preta,Pública,3.8
Águas Belas,Estadual,3.8
Águas Belas,Pública,3.8
Alagoinha,Estadual,4.2
Alagoinha,Pública,4.2
Aliança,Pública,4
Aliança,Estadual,3.9
Altinho,Pública,4
Altinho,Estadual,4
Amaraji,Pública,4.3
Amaraji,Estadual,4.3
Angelim,Pública,3.7
Angelim,Estadual,3.7
Araçoiaba,Pública,3.7
Araçoiaba,Estadual,3.7
Araripina,Pública,4.3
Araripina,Estadual,4.3
Arcoverde,Pública,4.3
Arcoverde,Estadual,4.3
Barra de Guabiraba,Pública,3.2
Barra de Guabiraba,Estadual,3.2
Barreiros,Pública,3.7
Barreiros,Federal,3.9
Barreiros,Estadual,3.6
Belém de Maria,Estadual,3.9
Belém de Maria,Pública,3.9
Belém do São Francisco,Pública,4.5
Belém do São Francisco,Estadual,4.5
Belo Jardim,Pública,4
Belo Jardim,Federal,3.8
Belo Jardim,Estadual,4
Betânia,Estadual,3.6
Betânia,Pública,3.6
Bezerros,Pública,4.4
Bezerros,Estadual,4.4
Bodocó,Estadual,4.2
Bodocó,Pública,4.2
Bom Conselho,Estadual,3.7
Bom Conselho,Pública,3.7
Bom Jardim,Pública,4.3
Bom Jardim,Estadual,4.3
Bonito,Estadual,4.2
Bonito,Pública,4.2
Bonito,Municipal,3.8
Brejão,Pública,4.4
Brejão,Estadual,4.4
Brejinho,Estadual,4.3
Brejinho,Pública,4.3
Brejo da Madre de Deus,Estadual,3.6
Brejo da Madre de Deus,Pública,3.6
Buenos Aires,Pública,3.4
Buenos Aires,Estadual,3.4
Buíque,Pública,3.9
Buíque,Estadual,3.9
Cabo de Santo Agostinho,Estadual,4
Cabo de Santo Agostinho,Pública,4
Cabrobó,Pública,4.1
Cabrobó,Estadual,4.1
Cachoeirinha,Pública,3.7
Cachoeirinha,Estadual,3.7
Caetés,Pública,4
Caetés,Estadual,4
Calçado,Pública,4.1
Calçado,Estadual,4.1
Calumbi,Estadual,3.4
Calumbi,Pública,3.4
Camaragibe,Estadual,3.7
Camaragibe,Pública,3.7
Camocim de São Félix,Estadual,4.5
Camocim de São Félix,Pública,4.5
Camutanga,Estadual,3.5
Camutanga,Pública,3.5
Canhotinho,Pública,4
Canhotinho,Estadual,4
Capoeiras,Estadual,4.1
Capoeiras,Pública,4.1
Carnaíba,Pública,4.6
Carnaíba,Estadual,4.6
Carnaubeira da Penha,Pública,-
Carnaubeira da Penha,Estadual,-
Carpina,Estadual,4.4
Carpina,Pública,4.4
Caruaru,Estadual,4.1
Caruaru,Pública,4.1
Casinhas,Pública,4.1
Casinhas,Estadual,4.1
Catende,Pública,3.5
Catende,Estadual,3.5
Cedro,Estadual,3.9
Cedro,Pública,3.9
Chã de Alegria,Pública,3.5
Chã de Alegria,Estadual,3.5
Chã Grande,Estadual,4
Chã Grande,Pública,4
Condado,Pública,3.5
Condado,Estadual,3.5
Correntes,Estadual,4.4
Correntes,Pública,4.4
Cortês,Pública,4.1
Cortês,Estadual,4.1
Cumaru,Estadual,4.4
Cumaru,Pública,4.4
Cupira,Pública,4.3
Cupira,Estadual,4.3
Custódia,Estadual,4
Custódia,Pública,4
Dormentes,Estadual,4.8
Dormentes,Pública,4.8
Escada,Pública,3.6
Escada,Estadual,3.6
Exu,Estadual,4
Exu,Pública,4
Feira Nova,Pública,4.5
Feira Nova,Estadual,4.5
Fernando de Noronha,Pública,4.4
Fernando de Noronha,Estadual,4.4
Ferreiros,Pública,3.8
Ferreiros,Estadual,3.8
Flores,Pública,4.5
Flores,Estadual,4.5
Floresta,Estadual,4.2
Floresta,Pública,4.2
Floresta,Federal,4.8
Frei Miguelinho,Estadual,4.5
Frei Miguelinho,Pública,4.5
Gameleira,Pública,2.9
Gameleira,Estadual,2.9
Garanhuns,Federal,4.8
Garanhuns,Estadual,4.3
Garanhuns,Pública,4.2
Glória do Goitá,Estadual,4.2
Glória do Goitá,Pública,4.2
Goiana,Pública,3.7
Goiana,Estadual,3.7
Granito,Pública,4.1
Granito,Estadual,4.1
Gravatá,Estadual,4.4
Gravatá,Pública,4.4
Iati,Pública,3.4
Iati,Estadual,3.4
Ibimirim,Pública,4.4
Ibimirim,Estadual,4.4
Ibirajuba,Estadual,3.7
Ibirajuba,Pública,3.7
Igarassu,Pública,3.9
Igarassu,Estadual,3.9
Iguaracy,Pública,3.9
Iguaracy,Estadual,3.9
Inajá,Pública,3.7
Inajá,Estadual,3.7
Ingazeira,Pública,3.6
Ingazeira,Estadual,3.6
Ipojuca,Pública,3.9
Ipojuca,Estadual,3.9
Ipubi,Pública,4.2
Ipubi,Estadual,4.2
Itaíba,Pública,4.1
Itaíba,Estadual,4.3
Ilha de Itamaracá,Pública,4.3
Ilha de Itamaracá,Estadual,4.3
Itambé,Pública,4.3
Itambé,Estadual,4.3
Itapetim,Pública,4.7
Itapetim,Estadual,4.7
Itapissuma,Pública,3.9
Itapissuma,Estadual,3.9
Itaquitinga,Estadual,3.5
Itaquitinga,Pública,3.5
Jaboatão dos Guararapes,Pública,4
Jaboatão dos Guararapes,Estadual,4
Jaqueira,Estadual,3.9
Jaqueira,Pública,3.9
Jataúba,Pública,4.7
Jataúba,Estadual,4.7
Jatobá,Pública,3.1
Jatobá,Estadual,3.1
João Alfredo,Pública,4.4
João Alfredo,Estadual,4.4
Joaquim Nabuco,Pública,3.9
Joaquim Nabuco,Estadual,3.9
Jucati,Estadual,4.9
Jucati,Pública,4.9
Jupi,Pública,5
Jupi,Estadual,5
Jurema,Pública,4
Jurema,Estadual,4
Lagoa do Carro,Estadual,3.6
Lagoa do Carro,Pública,3.6
Lagoa de Itaenga,Estadual,4.1
Lagoa de Itaenga,Pública,4.1
Lagoa do Ouro,Pública,4.4
Lagoa do Ouro,Estadual,4.4
Lagoa dos Gatos,Pública,3.5
Lagoa dos Gatos,Estadual,3.5
Lagoa Grande,Pública,3.7
Lagoa Grande,Estadual,3.7
Lajedo,Estadual,4.3
Lajedo,Pública,4.3
Limoeiro,Pública,4.5
Limoeiro,Estadual,4.5
Macaparana,Estadual,4.5
Macaparana,Pública,4.5
Machados,Estadual,4.4
Machados,Pública,4.4
Manari,Pública,3.5
Manari,Estadual,3.5
Maraial,Estadual,3.8
Maraial,Pública,3.8
Mirandiba,Estadual,3.7
Mirandiba,Pública,3.7
Moreno,Pública,3.9
Moreno,Estadual,3.9
Nazaré da Mata,Pública,4.7
Nazaré da Mata,Estadual,4.7
Olinda,Pública,3.8
Olinda,Estadual,3.8
Orobó,Pública,4.5
Orobó,Estadual,4.5
Orocó,Pública,3.5
Orocó,Estadual,3.5
Ouricuri,Estadual,3.5
Ouricuri,Pública,3.6
Palmares,Pública,4
Palmares,Estadual,4
Palmeirina,Estadual,3.7
Palmeirina,Pública,3.7
Panelas,Pública,4.2
Panelas,Estadual,4.2
Paranatama,Estadual,4.1
Paranatama,Pública,4.1
Parnamirim,Pública,3.9
Parnamirim,Estadual,3.9
Passira,Pública,4.1
Passira,Estadual,4.1
Paudalho,Pública,3.7
Paudalho,Estadual,3.7
Paulista,Estadual,4.2
Paulista,Pública,4.2
Pedra,Pública,3.8
Pedra,Estadual,3.8
Pesqueira,Pública,4
Pesqueira,Estadual,4
Petrolândia,Estadual,4.1
Petrolândia,Pública,4.1
Petrolina,Pública,4
Petrolina,Federal,-
Petrolina,Estadual,3.9
Poção,Pública,4.6
Poção,Estadual,4.6
Pombos,Pública,4
Pombos,Estadual,4
Primavera,Estadual,3.5
Primavera,Pública,3.5
Quipapá,Estadual,3.8
Quipapá,Pública,3.8
Quixaba,Pública,5.4
Quixaba,Estadual,5.4
Recife,Estadual,4.2
Recife,Federal,-
Recife,Pública,3.9
Riacho das Almas,Estadual,4.4
Riacho das Almas,Pública,4.4
Ribeirão,Pública,3.7
Ribeirão,Estadual,3.7
Rio Formoso,Pública,3.8
Rio Formoso,Estadual,3.8
Sairé,Estadual,4.6
Sairé,Pública,4.6
Salgadinho,Pública,4.5
Salgadinho,Estadual,4.5
Salgueiro,Pública,4.5
Salgueiro,Federal,-
Salgueiro,Estadual,4.4
Saloá,Pública,4.1
Saloá,Estadual,4.1
Sanharó,Pública,4.4
Sanharó,Estadual,4.4
Santa Cruz,Estadual,4.1
Santa Cruz,Pública,4.1
Santa Cruz da Baixa Verde,Pública,4.4
Santa Cruz da Baixa Verde,Estadual,4.4
Santa Cruz do Capibaribe,Pública,4
Santa Cruz do Capibaribe,Estadual,4
Santa Filomena,Pública,3.4
Santa Filomena,Estadual,3.4
Santa Maria da Boa Vista,Estadual,3.2
Santa Maria da Boa Vista,Pública,3.2
Santa Maria do Cambucá,Pública,4.9
Santa Maria do Cambucá,Estadual,4.9
Santa Terezinha,Pública,4.4
Santa Terezinha,Estadual,4.4
São Benedito do Sul,Pública,3.1
São Benedito do Sul,Estadual,3.1
São Bento do Una,Estadual,3.6
São Bento do Una,Pública,3.6
São Caitano,Pública,4.2
São Caitano,Estadual,4.2
São João,Pública,4
São João,Estadual,4
São Joaquim do Monte,Pública,3.9
São Joaquim do Monte,Estadual,3.9
São José da Coroa Grande,Estadual,3.9
São José da Coroa Grande,Pública,3.9
São José do Belmonte,Estadual,4.5
São José do Belmonte,Pública,4.5
São José do Egito,Estadual,4.8
São José do Egito,Pública,4.8
São Lourenço da Mata,Estadual,3.9
São Lourenço da Mata,Pública,4
São Lourenço da Mata,Federal,4.8
São Vicente Férrer,Pública,3.7
São Vicente Férrer,Estadual,3.7
Serra Talhada,Pública,4.1
Serra Talhada,Estadual,4.1
Serrita,Estadual,4.1
Serrita,Pública,4.1
Sertânia,Pública,4.1
Sertânia,Estadual,4.1
Sirinhaém,Pública,3.6
Sirinhaém,Estadual,3.6
Moreilândia,Pública,4.5
Moreilândia,Estadual,4.5
Solidão,Pública,4.7
Solidão,Estadual,4.7
Surubim,Pública,4.5
Surubim,Estadual,4.5
Tabira,Estadual,4.3
Tabira,Pública,4.3
Tacaimbó,Pública,3.9
Tacaimbó,Estadual,3.9
Tacaratu,Pública,3.8
Tacaratu,Estadual,3.8
Tamandaré,Pública,4.3
Tamandaré,Estadual,4.3
Taquaritinga do Norte,Pública,3.8
Taquaritinga do Norte,Estadual,3.8
Terezinha,Estadual,4.3
Terezinha,Pública,4.3
Terra Nova,Pública,5
Terra Nova,Estadual,5
Timbaúba,Pública,4.6
Timbaúba,Estadual,4.6
Toritama,Pública,3.4
Toritama,Estadual,3.4
Tracunhaém,Pública,4.3
Tracunhaém,Estadual,4.3
Trindade,Pública,4
Trindade,Estadual,4
Triunfo,Estadual,4.7
Triunfo,Pública,4.7
Tupanatinga,Pública,4
Tupanatinga,Estadual,4
Tuparetama,Municipal,2.9
Tuparetama,Estadual,4.9
Tuparetama,Pública,4.3
Venturosa,Pública,4.7
Venturosa,Estadual,4.7
Verdejante,Estadual,4.7
Verdejante,Pública,4.7
Vertente do Lério,Estadual,4.7
Vertente do Lério,Pública,4.7
Vertentes,Pública,5.3
Vertentes,Estadual,5.3
Vicência,Pública,3.8
Vicência,Estadual,3.8
Vitória de Santo Antão,Estadual,4.1
Vitória de Santo Antão,Pública,4.1
Vitória de Santo Antão,Federal,-
Vitória de Santo Antão,Municipal,3.8
Xexéu,Pública,3.9
Xexéu,Estadual,3.9
Água Branca,Estadual,3.3
Água Branca,Pública,3.3
Anadia,Pública,3.1
Anadia,Estadual,3.1
Arapiraca,Estadual,3.4
Arapiraca,Pública,3.5
Arapiraca,Federal,5.7
Atalaia,Estadual,2.9
Atalaia,Pública,2.9
Barra de Santo Antônio,Estadual,3.3
Barra de Santo Antônio,Pública,3.3
Barra de São Miguel,Pública,3.6
Barra de São Miguel,Estadual,3.6
Batalha,Estadual,2.8
Batalha,Pública,3
Belém,Pública,3.4
Belém,Estadual,3.4
Belo Monte,Pública,2.7
Belo Monte,Estadual,2.7
Boca da Mata,Pública,2.9
Boca da Mata,Estadual,2.9
Branquinha,Estadual,3.6
Branquinha,Pública,3.6
Cacimbinhas,Pública,3.6
Cacimbinhas,Estadual,3.6
Cajueiro,Estadual,3.1
Cajueiro,Pública,3.1
Campestre,Estadual,3.1
Campestre,Pública,3.1
Campo Alegre,Estadual,3.3
Campo Alegre,Pública,3.3
Canapi,Estadual,3.9
Canapi,Pública,3.9
Capela,Estadual,3
Capela,Pública,3
Carneiros,Estadual,3.8
Carneiros,Pública,3.8
Chã Preta,Pública,3.4
Chã Preta,Estadual,3.4
Coité do Nóia,Pública,3.4
Coité do Nóia,Estadual,3.4
Colônia Leopoldina,Pública,3.6
Colônia Leopoldina,Estadual,3.6
Coqueiro Seco,Pública,3.1
Coqueiro Seco,Estadual,3.1
Coruripe,Estadual,3
Coruripe,Pública,3.1
Coruripe,Federal,4.8
Craíbas,Pública,2.7
Craíbas,Estadual,2.7
Delmiro Gouveia,Pública,3.4
Delmiro Gouveia,Estadual,3.4
Dois Riachos,Pública,2.6
